SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,SO3,TiO2,P2O5,S,AFT
49.4,20.4,8,4.7,4.2,0.27,1.4,6.5,1.2,0.46,0.42,1337.777778
51.8,30.4,5.6,0.68,1,0.07,6.1,0.24,1.8,0.57,0.63,1537.777778
62.6,19.2,12,1,2.7,0.27,0.93,1.6,0.52,0.48,0.39,1382.222222
44.1,31.4,9.2,2.1,1.9,0.23,3.4,3.5,1.8,0.47,0.77,1515.555556
52.5,28.8,8.4,0.77,2.6,0.44,4.2,0.9,1.4,0.44,0.58,1515.555556
73.8,18.3,4.4,0.08,1.7,0.65,2.6,0.42,0.82,0.12,0.09,1515.555556
51.3,29.6,6.6,0.2,2.8,1.9,4.2,2.2,1.4,0.12,0.1,1482.222222
56.3,22.4,5.7,2.8,2.3,1.4,3.7,2.2,1.4,0.81,0.11,1421.111111
55.9,27.6,4.3,2.2,1.7,1.4,3.2,2.5,1.2,0.22,0.11,1537.777778
65.2,21.9,6.3,0.27,1.2,0.54,3,0.86,1.1,0.16,0.08,1537.777778
54.7,28.8,7.1,1.2,1.7,0.92,4.2,1.9,1.5,0.51,0.09,1537.777778
47.2,32.8,6,1.3,1.5,2.7,3.6,1.8,1.4,0.46,0.12,1537.777778
54.1,27.1,8.2,0.11,0.96,1.2,4.7,1.2,1.8,0.09,0.33,1537.777778
58,26.2,5,1.2,1.8,0.55,3.6,1.9,1.8,0.07,0.18,1537.777778
68.3,20.9,4.4,0.31,1.4,0.68,2.6,0.69,1.1,0.15,0.2,1537.777778
64.8,22,5.3,0.95,1.3,0.4,3.9,1,0.71,0.4,0.14,1537.777778
66.8,19.6,5,0.15,1.4,0.55,2.2,1.2,0.55,0.19,0.23,1537.777778
60.4,22.2,8.7,2.1,1.2,1.1,3.2,2.6,1.2,0.29,0.3,1448.888889
55.7,29,3.4,1.4,1.1,0.83,5.6,1.2,1.7,0.72,0.16,1537.777778
44.1,30.9,10.5,0.64,3.6,1.7,2.9,0.95,0.61,0.17,0.11,1465.555556
64.4,22.8,3.6,0.47,0.9,1.3,3.1,1.2,0.73,0.3,0.37,1537.777778
57.7,25.6,4.3,0.29,0.93,0.34,4,0.74,2.2,0.2,0.27,1537.777778
64.5,20.6,5.4,0.12,1.3,1.1,1.5,2.2,0.88,0.04,0.3,1510
51.4,29.7,7,1.1,0.89,1.6,2.9,1.3,2,0.95,0.29,1537.777778
62.5,20.6,5.4,1.1,1.9,0.46,4.7,1.5,1,0.15,0.36,1504.444444
66.1,23.6,5,0.6,1.6,0.84,4.5,0.95,0.91,0.08,0.42,1537.777778
62.6,20.6,7.1,0.78,1.6,0.39,3.5,0.82,1,0.2,0.29,1493.333333
50.5,30.7,3.7,5.7,1.6,0.18,2,3.6,1.2,0.21,0.11,1532.222222
56.7,27.1,6.2,2.3,2.7,0.19,3.6,2.2,1.1,0.25,0.27,1498.888889
46.3,20.4,13.3,4.6,2.9,0.36,3.3,8.4,0.81,0.15,0.69,1382.222222
47.4,28.1,7.8,5.7,1.9,0.26,1,4,1.2,0.04,0.19,1443.333333
19.2,11.7,36.2,10.7,2.1,0.08,0.85,17,0.48,0.1,1.12,1060
48.5,36.6,3.9,2.4,0.7,0.6,0.45,2.7,1.3,1.6,0.52,1537.777778
54.4,28.8,6.2,4.6,1.3,0.64,1.5,1,1,0.81,0.52,1493.333333
51.2,33.9,7,1.5,0.98,0.94,0.55,2.6,1.1,0.38,0.84,1537.777778
64.2,29,2.8,1.7,0.87,0.37,2.1,1,1,0.08,0.11,1537.777778
50.3,17,5.3,2.8,2.9,5.4,0.83,10.6,1.4,0.05,0.56,1326.666667
51.9,32,3.2,2.9,1.2,1.4,1.3,4.4,1.3,0.05,0.14,1537.777778
43.6,18,5.5,10,1.1,3.7,0.6,15.5,0.8,0.04,0.37,1193.333333
50.2,22.2,2.8,7.2,1.3,1.6,1.1,8.3,1.3,0.05,0.86,1404.444444
46.9,24.1,8.2,3.6,2.8,2.2,1.6,6.9,1,0.08,0.97,1387.777778
47.7,14.4,1.6,10.6,4.3,1.3,0.97,17.4,1.1,0.04,2.04,1226.666667
42.2,18,11,12.1,4.5,2.2,1.4,9.1,1,0.31,0.34,1204.444444
47.3,23.7,7.4,9.7,3.4,0.45,0.86,5.2,1.2,0.15,0.31,1276.666667
34.3,17.9,11.4,19.5,2.4,0.8,0.59,8.9,1.3,1.8,0.25,1176.666667
51.1,33.2,6.02,0.313,0.825,0.195,0.922,3.41,2.5,0.062,0.15,1537.777778
41.4,20.5,23.5,2.44,0.78,0.166,0.819,3.93,1.97,0.098,1.37,1260
21.3,13.1,55.8,0.893,0.373,0.026,0.268,2.9,1.38,0.141,2.08,1121.111111
49.1,20.5,14.5,4.05,0.951,0.186,1.2,6.03,2.22,0.11,1.3,1348.888889
40.3,21.6,29.4,1.07,0.555,0.181,0.697,3.15,2.1,0.108,1.4,1343.333333
36.9,7.56,33.3,7.98,0.606,0.228,0.379,8.87,0.793,0.082,1.63,1054.444444
55.2,17.9,16.6,1.81,0.601,0.145,0.93,3.56,2.97,0.084,1.09,1387.777778
43.4,20.2,25.3,2.94,0.838,0.222,1.23,3.62,2.1,0.103,1.42,1337.777778
43.7,9.11,31.8,5.03,0.771,0.362,0.264,6.7,2.4,0.08,1.19,1060
51.4,30.2,8.7,0.981,1.5,0.49,1.19,2.23,2.27,0.107,0.37,1537.777778
13.5,12,26.1,14.9,2.81,0.982,0.437,24.6,0.941,0.135,1.43,1137.777778
22.1,15.8,16.8,14.8,11.2,0.44,0.97,16.5,0.55,,0.45,1154.444444
51.2,35.4,5.8,1.14,0.314,1.18,0.202,0.938,1.67,0.275,0.74,1537.777778
41.7,16.2,8.25,12.2,2.71,0.465,1.8,15.9,0.763,0.254,0.79,1198.888889
41,15.8,7.73,12.1,2.79,0.483,1.89,15.6,0.771,0.233,0.93,1187.777778
27.9,12.4,7.94,18.1,3.12,0.216,1.03,31.7,0.546,0.266,4.05,1171.111111
33,7.8,20.3,17.2,6.6,0.23,0.31,9.5,0.51,,0.12,1148.888889
52.19648,30.04,7.334361,0.44,0.52,2.45,4.83,1.13,0.67,0.24,0.45,1521.111111
47.27632,26.08,6.119116,2.13,2.52,3.79,4.96,7.02,0.52,0.12,0.52,1410
44.9232,25.51,2.101659,0.4,0.47,13.75,4.94,6.57,0.45,0.04,0.08,1293.333333
56.26096,30.6099,2.83,0.2182752,0.2586792,1.09188,5.31,0.41,0.76,0.05,0,1537.777778
49.62944,27.77565,9.32,0.5233008,0.6201668,2.57468,4.81,3,0.5,0.11,0.52,1460
53.48,29.8541,5.63,1.0256136,1.2154606,0.96382,4.59,0.77,0.61,0.08,0.41,1487.777778
54.97744,28.90935,4.66,0.7429752,0.8805042,1.06492,5.42,1.04,0.77,0.12,0.01,1515.555556
48.98768,29.4762,9.48,2.406624,2.852104,0.872156,4.13,2.26,0.6,0.07,0.36,1482.222222
39.14736,25.88615,20.73,3.525984,4.178664,0.792624,2.58,4.27,0.56,0.12,0.53,1410
53.26608,30.79885,4.66,0.6590232,0.7810122,1.000216,5.67,0.81,0.72,0.08,0.42,1537.777778
28.8792,17.515665,27.45,7.009992,8.307582,0.500108,2.2,10.19,0.44,0.14,0.54,1204.444444
52.83824,28.7204,7.45,1.651056,1.956676,1.08514,4.72,1.65,0.63,0.07,0.67,1454.444444
35.2968,21.5403,12.42,10.549968,12.502828,1.07166,3.45,6.12,0.52,0.1,0.82,1237.777778
46.63456,28.53145,13.71,1.3348368,1.5819228,0.966516,3.6,1.3,0.71,0.58,0.67,1437.777778
54.12176,33.44415,5.9,0.2546544,0.3017924,0.878896,4.52,0.36,0.74,0.07,0.59,1537.777778
44.70928,27.39775,17.87,0.7247856,0.8589476,0.66726,3.04,0.95,0.85,0.23,0.8,1432.222222
35.2968,25.13035,2.54,11.487432,13.613822,10.48744,3.07,8.57,0.44,1.86,0.34,1160
55.83312,33.06625,3.46,1.2424896,1.4724816,2.8308,4.79,1.36,0.9,0.27,0.09,1537.777778
53.05216,33.2552,3.25,0.9332664,1.1060194,2.77688,3.61,0.53,0.6,0.49,0.28,1537.777778
29.80250011,13.94657144,17.45667989,13.4764004,7.985562876,0.411621506,0.880452259,11.16447177,0.782122047,0.06087184,0.91,1176.666667
56.21231459,28.25739692,5.964606891,0.851872977,1.253579467,0.310034204,2.87281922,1.133986511,1.110918069,0.273781348,0.73,1537.777778
56.58930581,26.11955994,5.613433969,1.245482349,1.615054133,0.316921405,3.19786728,0.563915956,1.204975222,0.767034727,0.59,1537.777778
57.42329432,26.56729586,3.697066949,0.635046089,1.413095488,0.278509876,3.327178681,0.25246717,1.167163732,0.591745431,0.39,1537.777778
62.76248082,23.00511598,2.853725521,0.597103563,1.134482237,0.336483986,3.122436432,0.850125042,1.540408947,0.027731729,0.6,1537.777778
57.59729685,23.50798751,7.082666604,0.428804149,2.277542675,0.369170559,3.815627116,0.827507403,1.547891877,0.023615488,0.41,1526.666667
49.04389818,31.34132545,1.934019527,2.565622092,1.199174091,0.705966742,4.471618547,0.957727642,1.871119447,2.05648459,0.52,1537.777778
48.00108096,26.54123965,12.05399371,0.895724885,1.886582228,0.525492862,3.987035673,1.116111553,1.65936783,0.843292988,0.72,1437.777778
49.41552,30.42095,5.447157,0.1693032,2.785776,0.524372,4.444974,0.21151284,2.201892,0.0710396,0.34,1537.777778
49.2016,37.4121,4.2891,1.3068528,0.6997604,0.225116,1.1010044,1.4833368,2.201892,0.07172708,0.73,1537.777778
49.2016,22.48505,17.01343,0.7177896,0.9717052,0.39766,1.578026,1.06131,2.285297,0.05660252,0.64,1326.666667
38.29168,20.21765,24.87678,1.483152,2.387808,0.347784,1.698486,3.321276,3.00258,0.05774832,0.69,1304.444444
36.9,26,5.83,9.54,4.69,0.994,3.77,11.8,0.47,0.196,0.91,1387.777778
42.6,28.3,4.31,7.33,2.2,0.601,4.2,5.88,0.604,2.35,0.89,1415.555556
56.3,31.9,2.52,0.251,1.31,0.757,5.97,0.355,0.59,0.104,0.22,1537.777778
50.2,24.5,6.15,8.17,3,0.942,2.56,7.6,1.33,2.78,0.75,1348.888889
37,23.2,4.32,16.4,2.56,0.896,2.16,9.81,0.569,1.58,0.7,1398.888889
50,27.1,4.91,4.53,2.65,0.854,4.45,6.47,0.738,0.403,0.94,1382.222222
37.4,25.6,8.26,7.71,4.76,0.906,3.27,12.9,0.751,0.11,1.01,1326.666667
19.9,18.9,8.08,23,12.7,0.926,1.44,14.3,0.355,0.832,0.45,1360
21,12,22.7,17.2,9.47,0.271,1.65,17,0.27,0.494,0.47,1204.444444
33.5,18,14.6,13.5,7.09,0.419,2.84,11,0.356,0.189,0.41,1198.888889
16.3,9.27,67.3,1.86,0.838,0.271,0.873,2.99,0.259,0.072,1.36,1165.555556
25.5,9.17,4.85,15.6,12.7,1.56,0.871,30.1,0.47,1.8,0.95,1243.333333
58.4,24.7,3.2,3.2,1.6,1.7,1.5,,1.2,0.1,0.37,1515.555556
65.5,28.2,0.32,0.183,0.241,0.045,0.711,,1.06,0.064,0.38,1537.777778
50.7,42.9,1.17,0.477,0.371,0.34,0.295,0.281,3.34,0.189,0.23,1537.777778
50,36.2,2.49,1.53,0.398,0.781,0.717,0.358,2.33,1.02,0.34,1537.777778
56.9,36.8,0.662,0.31,0.204,0.056,0.472,0.17,1.47,0.098,0.37,1537.777778
47.7,36.8,2,3.45,0.428,0.397,0.64,0.218,1.98,2.24,0.39,1537.777778
55.6,30.7,7.72,0.291,0.442,0.514,0.286,0.93,1.56,0.301,0.29,1537.777778
49.61,24.26,10.23,10.47,2.46,,1.61,,0.91,0.18,0.49,1310
49.73,30.78,8.08,5.78,1.39,0.43,0.65,,2.73,0.35,1.08,1482.222222
52.96,24.04,3.58,14.52,0.98,1.32,1.49,,0.92,0.08,0.13,1387.777778
61,26.28,2.37,2.37,2.02,0.31,3.34,,1.52,0.1,0.27,1521.111111
51.98,19.96,17.59,5.46,1.91,0.85,1.27,,0.81,0.09,0.76,1210
57.97,22.72,9,4.48,2.35,1.02,1.43,,0.9,0.09,0.66,1426.666667
30.02,15.25,37.04,13.19,1.89,,0.38,,0.96,0.15,0.17,1215.555556
54.82,34.71,3.79,0.52,1.51,0.18,3.65,,0.71,0.1,0.67,1537.777778
50.05,31.74,10.06,4.78,0.75,0.56,0.28,,1.32,0.45,0.18,1432.222222
45.54,21.86,15.42,9.64,1.81,3.32,1.42,,0.89,0.07,0.38,1237.777778
59.76,20.1,10.24,4.85,0.95,1.47,0.84,,1.69,0.09,0.52,1282.222222
33.27,18.81,7.97,33.41,2.3,0.45,0.63,,1.11,1.8,0.33,1193.333333
62.4,24.3,3.48,0.577,0.328,0.54,5.22,0.592,0.997,0.87,0.29,1537.777778
63,20.1,7.03,0.434,0.238,0.38,2.05,0.441,0.748,1.39,0.33,1510
61.9,18.6,5.67,2.48,0.712,0.255,4.2,1.45,0.502,1.49,0.33,1537.777778
76.7,9.94,2.12,1.59,0.418,0.24,3.75,1.98,0.295,0.578,0.39,1415.555556
26,16.9,12.1,14.7,6.4,0.74,1.11,19.8,0.655,1.54,0.39,1154.444444
32.5,15.4,8.15,13.4,6.14,0.68,0.664,18.1,0.675,1.13,0.57,1187.777778
18.8,6.49,22.2,17.4,5.28,1.7,0.308,30.8,0.38,0.068,0.32,1243.333333
83.8,11.3,1.62,0.484,0.145,,0.261,0.734,0.598,0.04,0.32,1537.777778
82.4,13.3,1.54,0.454,0.133,,0.429,0.564,0.631,0.039,0.34,1537.777778
50.5,16.2,11.9,4.4,0.913,1.07,4.78,5.29,0.477,2.39,0.35,1287.777778
51.5,17.5,9.21,4.52,0.741,0.96,4.47,2.87,0.68,3.27,0.35,1326.666667
41,24.2,12.7,4.29,2.69,0.25,1.32,6.93,1.26,0.479,0.55,1387.777778
54,18.6,4.82,5.14,1.24,2.2,1.67,6.44,0.869,0.132,0.38,1398.888889
54.7,24.4,8.33,4.3,0.417,0.25,0.396,1.05,0.878,3.09,0.49,1160
64.8,24.7,0.714,1.62,0.402,0.165,1.63,0.684,0.806,0.534,0.7,1537.777778
57.8,28.2,3.6,2.5,0.42,0.81,1.9,2.4,2.4,0.94,0.61,1537.777778
58.86778912,29.92268885,2.684719254,0.632853962,0.134219351,0.033505214,0.359339408,0.567323885,2.220507996,0.0641758,0.54,1537.777778
48.35511856,27.34881195,11.51651944,2.101402512,0.316950006,0.041570163,0.449548288,2.715555168,2.33900982,0.091132578,0.53,1498.888889
51.67087856,35.2913252,4.455417001,0.506700691,0.121733105,0.02768792,0.257665145,0.457419616,2.753349179,0.132452647,0.42,1537.777778
53.3,31.5,3,0.97,1.2,0.41,3.8,,1.7,0.36,0.25,1532.222222
59.3,28.2,4.5,0.97,1.3,1.7,2.8,1.2,1.4,0.1,0.3,1537.777778
61.8,24.6,5.6,1.2,0.87,1.9,4.5,2,1.1,0.02,0.17,1510
63,17.8,5.4,1.6,5.6,1.3,1.6,4.5,1.4,0.08,0.23,1404.444444
69.7,18.5,4.6,0.69,0.93,2,1.6,1.1,1.1,0.16,0.31,1515.555556
62.2,25.9,3.5,0.38,0.9,0.48,3.2,0.82,1.6,0.34,0.39,1537.777778
59.6,30.9,2.2,0.2,0.43,0.14,0.73,0.31,1.9,0.06,0.49,1537.777778
45.1,18.6,10.4,1.2,5.7,4.8,5.4,9.1,1.1,0.69,1.39,1326.666667
52.9,21.7,3.1,5.6,4.9,1.2,1.4,7,0.95,0.37,0.36,1426.666667
50.2,21.5,3.4,5.5,2.6,2.4,1.2,6.9,1.1,0.31,0.43,1343.333333
48.8,29.2,9.4,7.5,1.6,0.2,0.47,1.6,1.4,0.14,0.31,1537.777778
53.7,29,8.8,6.4,1.6,0.23,0.48,1.4,1.3,0.25,0.33,1465.555556
62.07466384,25.80509045,5.565750615,0.323104663,1.13901758,0.528376908,3.43702495,0.170214896,0.706548777,0.202738769,0.43,1537.777778
45.43960288,22.85255775,17.48365833,2.416936104,2.71845308,0.353845956,2.722648966,1.989781446,0.478983238,1.090182868,0.36,1393.333333
49.7,24.5,11.6,4.2,2.2,0.21,1.6,7.3,0.86,0.09,1.85,1376.666667
34.8,15.2,6.13,18.4,3.99,0.986,0.614,19,0.645,0.078,0.33,1171.111111
22,13,12.3,15.5,3.4,1.1,0.98,26.4,0.28,0.66,2.04,1160
66.5,14.6,2.3,3.4,1,1.7,2.5,3.6,0.26,0.03,0.68,1476.666667
55.40528,28.90935,6.619511,0.4659336,0.895428,0.337,2.65012,0.6792384,0.6805848,0.07745608,0.38,1537.777778
58.4,23.1,5.6,2.9,0.38,0.12,1.3,1.7,1.7,1.2,0.38,1537.777778
64.9,25.4,3.6,0.99,0.38,0.1,1.6,0.26,1.6,0.66,0.42,1537.777778
74.7,26.2,1.5,0.43,0.34,0.08,1.5,0.37,1.7,0.64,0.23,1537.777778
62.1,27.3,2,3.5,0.38,0.22,1.6,0.6,1.7,3.4,0.55,1537.777778
27.2,15.8,16.2,14.9,1.8,0.34,1.8,20.3,0.54,0.08,0.77,1154.444444
40.8,23.8,17.3,2,1.7,0.44,2.6,10.7,0.4,0.05,0.99,1321.111111
19,8.8,47.6,9.5,1.6,0.28,0.84,14,0.3,0.55,1.49,1093.333333
25.4,16.8,15.5,11.3,6.2,2.2,1.7,23.1,0.23,0.17,1.52,1137.777778
24.8,13.8,37.4,6.5,1.8,0.09,2.1,15.1,0.35,0.05,1.49,1171.111111
53.26608,16.47644,20.30174,0.5932608,0.895428,0.461016,2.481476,0.736674,0.6655719,0.12076732,0.97,1271.111111
28.23744,1.420904,67.1959,2.056824,0.10993866,0.171196,0.06601208,1.7755092,0.07039382,0.166141,1.54,1110
51.3408,21.9182,14.082545,1.3124496,1.1972204,0.752184,2.999454,1.3809516,0.8757525,0.11939236,0.75,1387.777778
32.2,31.9,25.5,5.3,0.44,0.54,0.32,2.6,1.1,1.9,1.04,1337.777778
23.2,3.3,49.9,19.1,2,0.61,0.23,8,0.09,0.22,1.32,1171.111111
34.4,19.2,23.2,9.8,0.54,1.2,1,10.5,0.37,0.15,0.82,1310
53.6,21.2,16.1,2.4,0.82,0.32,2.2,3.5,0.81,0.43,1.28,1310
37,23.3,30.4,2.59,0.932,1.7,2.9,2.86,0.742,0.855,0.03,1371.111111
48.7,13.6,21.9,5.87,0.731,3.2,1.12,6.49,0.628,0.1,0.95,1215.555556
40.4,29.2,19.9,1.94,0.888,3.4,2.41,3.87,1.01,0.2,1.14,1371.111111
32.4,21.8,27.5,5.11,0.929,2.4,1.8,6.24,0.642,0.1,0.66,1260
60.7,31.7,7.67,0.872,1.08,0.81,2.4,1.02,0.875,,0.42,1537.777778
49.6,34.8,4.44,0.52,1.26,0.284,2.17,0.786,1.11,0.09,0.69,1537.777778
47.8,27.8,11.7,1.56,2.1,0.235,1.69,1.35,1.17,0.097,0.45,1454.444444
53.2,37.4,2.75,0.247,1.23,0.252,2.32,0.188,1.27,0.067,0.28,1537.777778
53.9,33.1,2.91,0.238,1.34,0.245,2.46,0.55,1.16,0.094,0.22,1537.777778
51,34.9,2.76,0.29,1.5,0.268,2.83,0.423,1.16,0.111,0.18,1537.777778
44.9,31.8,9.78,2.23,1.42,0.216,1.04,2.7,1.1,0.264,0.99,1537.777778
17.3,9.47,63.2,0.828,0.312,1.32,0.928,2.89,0.333,0.148,1.07,1148.888889
32.6,20.7,24.6,3.86,0.406,3.89,0.637,8.55,0.694,0.26,0.65,1221.111111
43.1,14.1,32.1,0.582,0.785,0.418,2.3,1.02,1.02,0.081,0.6,1187.777778
39.3,26.8,18.3,1.18,0.945,2.7,3.58,2.8,0.809,0.361,1.08,1371.111111
37.2,22.9,12.7,5.36,1.16,5.35,2.27,9.68,0.752,0.192,1.05,1315.555556
45.3,32.2,7.82,1.24,1.44,1.95,3.96,1.7,0.656,0.143,0.89,1537.777778
37.2,26.1,18,1.85,1.06,3.4,2.83,3.71,0.876,0.161,1.08,1360
36.3,22.8,16.8,4.33,1.02,5.3,2.78,7.3,0.758,0.128,1.06,1271.111111
32.9,21.4,31.6,1.55,1.1,2.12,2.78,3.4,0.665,0.32,0.99,1348.888889
27.2,27.1,22.3,7.3,0.94,1.3,0.16,8.9,0.67,0.06,0.65,1326.666667
51.9,38.2,1.67,0.702,0.294,0.48,0.048,0.518,1.46,0.37,0.37,1537.777778
49.1,26,13.1,0.752,1.11,0.112,3.12,0.875,0.686,0.295,0.52,1460
57,34.9,5,0.36,0.17,0.08,0.43,,2.4,0.6,0.2,1537.777778
53,30.3,4.2,1.7,0.42,0.2,2.3,0.5,2.7,0.82,0.69,1537.777778
28.2,13.5,50.7,0.96,0.22,0.13,1.7,0.53,0.92,0.39,1.41,1098.888889
34.57,12.93,12.80,22.58,5.84,1.53,0.40,6.88,0.82,0.79,0.12,1250
38.48,12.62,12.62,22.10,5.01,1.56,0.52,5.52,0.72,0.35,0.08,1310
26.63,11.65,12.81,22.92,5.50,1.13,0.33,17.16,0.59,0.13,0.12,1260
36.18,12.42,12.24,22.40,5.73,1.52,0.43,7.01,0.67,0.52,0.12,1230
33.40,12.31,12.09,22.04,5.24,1.42,0.36,11.02,0.63,0.75,0.11,1240
37.44,12.04,12.29,22.62,5.58,1.53,0.22,6.86,0.56,0.34,0.11,1320
37.64,11.77,12.47,22.82,5.95,1.57,0.33,5.88,0.56,0.38,0.12,1290
37.69,11.78,12.48,22.85,5.96,1.57,0.33,5.89,0.56,0.38,0.12,1230
34.44,12.41,12.90,22.82,5.38,1.20,0.54,8.59,0.71,0.42,0.12,1230
37.46,12.08,11.78,22.75,5.65,1.56,0.37,6.82,0.61,0.52,0.12,1250
36.13,12.54,11.91,22.80,5.07,1.58,0.34,8.47,0.72,0.14,0.12,1260
38.92,13.80,10.23,20.21,4.31,1.51,0.42,9.08,0.71,0.29,0.12,1280
38.72,12.56,12.52,22.44,5.10,1.35,0.41,5.63,0.74,0.06,0.12,1230
35.36,12.03,12.20,22.62,5.93,1.53,0.37,8.54,0.69,0.25,0.12,1270
38.64,12.50,12.00,22.70,5.76,1.59,0.36,5.01,0.74,0.35,0.12,1300
35.64,11.40,12.37,22.36,5.26,1.51,0.30,9.15,0.78,0.28,0.12,1260
35.55,12.06,12.19,22.19,5.20,1.55,0.35,9.02,0.77,0.28,0.12,1260
36.29,12.94,12.64,22.09,5.14,1.58,0.35,7.27,0.68,0.36,0.12,1260
36.44,10.20,12.49,22.51,5.13,1.56,0.83,9.67,0.43,0.12,0.12,1370
36.91,12.73,12.20,22.17,4.86,1.49,0.71,7.12,0.60,0.37,0.08,1340
36.34,12.30,12.08,22.29,4.31,0.98,0.64,9.45,0.74,0.28,0.09,1270
38.61,12.76,12.43,22.39,5.45,1.51,0.37,4.79,0.92,0.21,0.10,1310
37.01,12.82,11.56,22.45,5.26,1.31,0.53,7.03,0.81,0.69,0.08,1260
38.61,12.76,12.43,22.39,5.45,1.51,0.37,4.79,0.92,0.21,0.10,1310
34.75,12.58,12.58,22.26,5.02,1.54,0.59,9.21,0.62,0.59,0.12,1330
34.14,12.84,11.84,22.86,5.79,1.35,0.67,9.02,0.64,0.62,0.11,1340
35.81,12.88,12.47,22.11,5.41,1.54,0.30,8.29,0.26,0.45,0.09,1300
37.36,12.54,12.40,19.79,5.19,1.26,0.42,9.20,0.90,0.46,0.12,1250
35.13,12.94,12.03,22.43,5.20,1.35,0.34,9.21,0.55,0.36,0.12,1340
32.70,12.41,12.80,22.97,5.90,1.56,0.43,9.46,0.48,0.61,0.12,1290
37.52,12.07,8.92,22.70,5.35,1.55,0.48,9.81,0.72,0.36,0.11,1330
55.32,27.82,6.17,3.43,0.83,1.05,0.89,1.83,1.37,0.38,0.62,1475
39.93,12.09,12.44,22.37,5.65,1.06,0.27,4.65,0.71,0.37,0.10,1300
50.26,28.35,7.97,6.01,2.52,0.48,0.81,1.61,0.95,0.84,0.21,1380
38.19,11.09,11.03,22.33,4.93,0.73,0.21,10.04,0.47,0.65,0.12,1320
36.71,12.57,12.74,22.16,5.72,0.56,0.34,7.28,0.69,0.44,0.12,1270
37.78,12.27,12.46,22.66,5.17,0.95,0.31,6.39,0.91,0.40,0.12,1360
